id,prompt,prediction,gold,correct,running_accuracy
10," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 10:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ndahaŋ gədaŋ ga ___
Gloss (with missing item): 3S strength ADJ ___
The English translation of this sentence is:‘He/she is not strong.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: For clausal negation, there is no change in word order and no change in clause constituents apart from the addition of the clause final negative particle. A negative clause asserts that some event or state does not hold. Various types of clausal negation in Moloko are illustrated in (\ref{ex:10:28}--\ref{ex:10:43}). Each pair of examples represents a positive and a negative assertion for comparison.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ava	 gloss: in
B: word: amɪ-g-ijɛ	 gloss: DEP-do-CL
C: word: asa-baj	 gloss: again-NEG
D: word: baj	 gloss: NEG

    Answer:
    ",D,D,True,0.8181818181818182
11," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 11:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): a-həm-aj ___
Gloss (with missing item): 3S-run-CL ___
The English translation of this sentence is:‘He/she doesn’t run.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The negation of an intransitive clause is illustrated in \REF{ex:10:28} and \REF{ex:10:29}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: asa-baj	 gloss: again-NEG
B: word: ɛtɛj	 gloss: please
C: word: baj	 gloss: NEG
D: word: pɛw	 gloss: enough

    Answer:
    ",C,C,True,0.8333333333333334
12," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 12:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): a-s=aw ʃɛʃɛ ___
Gloss (with missing item): 3S-please=oneS.IO meat ___
The English translation of this sentence is:‘I do not want meat.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: THe negation of a transitive clause is shown in (\ref{ex:10:30}--\ref{ex:10:35}).
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: asa-baj	 gloss: again-NEG
B: word: a-həm-aj	 gloss: 3S-run-CL
C: word: kamaj	 gloss: why
D: word: baj	 gloss: NEG

    Answer:
    ",D,D,True,0.8461538461538461
13," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 13:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): dala an=aw aka ___
Gloss (with missing item): money DAT=oneS EXT+on ___
The English translation of this sentence is:‘I have no money.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The negation of existentials is shown in (\ref{ex:10:36}--\ref{ex:10:39}).
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: asa-baj	 gloss: again-NEG
B: word: hawa	 gloss: Hawa
C: word: ta-kaɗ	 gloss: 3P-kill
D: word: baj	 gloss: NEG

    Answer:
    ",D,D,True,0.8571428571428571
14," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 14:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ndahaŋ gədaŋ ga ___
Gloss (with missing item): 3S strength ADJ ___
The English translation of this sentence is:‘He/she is not strong.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The negation of a predicate adjective is illustrated in (\ref{ex:10:40}--\ref{ex:10:43}).
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: asa-baj	 gloss: again-NEG
B: word: ambɔlɔ	 gloss: sack
C: word: ɛpɛlɛj	 gloss: when
D: word: baj	 gloss: NEG

    Answer:
    ",D,D,True,0.8666666666666667
15," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 15:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ɛhɛ, [ɔ-lɔ a kɔsɔkʷɔ ava] ___ ɛ-nʒ-ɛ a mɔgʷɔm
Gloss (with missing item): no 3S-go at market in ___ 3S-stay-CL at home
The English translation of this sentence is:‘No, he isn’t going to the market; rather he is staying at home (or going to the chief’s house).’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Most frequently, it seems that the element closest to the negative that is under the scope of negation, even though a clause-final negative marker can have scope over the whole verb phrase or even over the entire clause. To negate only one constituent in a clause, the clause is sometimes rearranged so that the constituent that is negated is placed in the clause-final position adjacent to the negation particle. Examples (\ref{ex:10:44}--\ref{ex:10:46}) show a question \REF{ex:10:44} with two responses (\ref{ex:10:45}--\ref{ex:10:46}) where each of the two ambiguous elements is negated. The subject (Mana) is part of the presupposition (marked off by na in the question, see \sectref{sec:11.2}). In \REF{ex:10:45} the oblique is negated and in \REF{ex:10:46} the entire predicate. The clauses were not restructured since the elements in question were already clause-final. In the following examples, the element that is negated is delimited by square brackets and the negative is bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: baj	 gloss: NEG
B: word: asa-baj	 gloss: again-NEG
C: word: ɬɪrɛlɛ=ahaŋ=ahaj	 gloss: work=3S.POSS=Pl
D: word: wɛlɛj	 gloss: which

    Answer:
    ",A,A,True,0.875
16," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 16:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ɛhɛ, [ɔ-lɔ a kɔsɔkʷɔ ava] ___ ɛ-nʒ-ɛ a mɔgʷɔm
Gloss (with missing item): no 3S-go at market in ___ 3S-stay-CL at home
The English translation of this sentence is:‘No, he isn’t going to the market; rather he is staying at home (or going to the chief’s house).’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Most frequently, it seems that the element closest to the negative that is under the scope of negation, even though a clause-final negative marker can have scope over the whole verb phrase or even over the entire clause. To negate only one constituent in a clause, the clause is sometimes rearranged so that the constituent that is negated is placed in the clause-final position adjacent to the negation particle. Examples (\ref{ex:10:44}--\ref{ex:10:46}) show a question \REF{ex:10:44} with two responses (\ref{ex:10:45}--\ref{ex:10:46}) where each of the two ambiguous elements is negated. The subject (Mana) is part of the presupposition (marked off by na in the question, see \sectref{sec:11.2}). In \REF{ex:10:45} the oblique is negated and in \REF{ex:10:46} the entire predicate. The clauses were not restructured since the elements in question were already clause-final. In the following examples, the element that is negated is delimited by square brackets and the negative is bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: tawij	 gloss: 3P+said
B: word: asa-baj	 gloss: again-NEG
C: word: baj	 gloss: NEG
D: word: kaj	 gloss: interj.

    Answer:
    ",C,C,True,0.8823529411764706
17," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 17:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ɛhɛ, [ɔ-lɔ a kɔsɔkʷɔ ava] ___ ɛ-nʒ-ɛ a mɔgʷɔm
Gloss (with missing item): no 3S-go at market in ___ 3S-stay-CL at home
The English translation of this sentence is:‘No, he isn’t going to the market; rather he is staying at home (or going to the chief’s house).’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Most frequently, it seems that the element closest to the negative that is under the scope of negation, even though a clause-final negative marker can have scope over the whole verb phrase or even over the entire clause. To negate only one constituent in a clause, the clause is sometimes rearranged so that the constituent that is negated is placed in the clause-final position adjacent to the negation particle. Examples (\ref{ex:10:44}--\ref{ex:10:46}) show a question \REF{ex:10:44} with two responses (\ref{ex:10:45}--\ref{ex:10:46}) where each of the two ambiguous elements is negated. The subject (Mana) is part of the presupposition (marked off by na in the question, see \sectref{sec:11.2}). In \REF{ex:10:45} the oblique is negated and in \REF{ex:10:46} the entire predicate. The clauses were not restructured since the elements in question were already clause-final. In the following examples, the element that is negated is delimited by square brackets and the negative is bolded.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: asa-baj	 gloss: again-NEG
B: word: à-ts=aw	 gloss: 3S+PFV-understand=oneS.IO
C: word: baj	 gloss: NEG
D: word: wɛlɛj	 gloss: which

    Answer:
    ",A,C,False,0.8333333333333334
18," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 18:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ɛhɛ à-vəl=aŋ [kɪndɛw] ___ à-vəl=aŋ tʃɛtʃœkʷ
Gloss (with missing item): no 3S+PFV-give=3S.IO guitar ___ 3S+PFV-give=3S.IO flute
The English translation of this sentence is:‘No, he didn’t give a guitar to his father, he gave him a flute.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Examples (\ref{ex:10:47}--\ref{ex:10:50}) show some restructuring when different constituents are negated. Example \REF{ex:10:47} illustrates a question and \REF{ex:10:48} to \REF{ex:10:50} illustrate three possible answers, each negating a different constituent. Normal SVO structure is maintained for all answers. The responses each use two clauses. The first clause expresses the negation of the element in final position, and the second restates the clause giving the corrected information. In each case the first clause is restructured so as to move the element to be negated to the clause-final position. The response in \REF{ex:10:48} indicates that the hearer accepts 'that Mana gave the guitar to someone,' but it was not his father. In this clause, kəndew ‘guitar’ is realised as the \oldstylenums{3}\textsc{s} \DO pronominal. The response in \REF{ex:10:49} indicates 'that Mana gave something to his father,' but not a guitar. In this case, the adpositional phrase ana baba ahan ‘to his father’ is replaced by the indirect object pronominal so that the negated element kəndew ‘guitar’ can be placed next to the negative.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ta-nd-aj	 gloss: 3P-PROG-CL
B: word: baj	 gloss: NEG
C: word: asa-baj	 gloss: again-NEG
D: word: mɛj	 gloss: how?

    Answer:
    ",B,B,True,0.8421052631578947
19," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 19:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): zar à-mənzar ___
Gloss (with missing item): man 3S+PFV-see ___
The English translation of this sentence is:‘Who did the man see?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The first clause structure that is employed is the verbal clause structure (SVO), but with substitution of a question word. The verbal clause structure is rearranged in the same manner as for constituent negation (see \sectref{sec:10.2.3}) in order to position the questioned element in the clause-final position so that it is replaced by the interrogative pronoun. Information questions in verbal clauses are paired with a response in (\ref{ex:10:53}--\ref{ex:10:65}) so that the structure of the interrogative clause can be compared with that of the declarative. Examples in this section are given in pairs. The first example in the pair shows the interrogative construction. The second example is the clause with the information filled in for comparison.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ɗaw	 gloss: {Q
B: word: waja	 gloss: because
C: word: mɪʒɛ	 gloss: person
D: word: waj	 gloss: who

    Answer:
    ",D,D,True,0.85
20," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 20:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): n\'{ɔ}-lɔ ___ kɔsɔkʷɔ ava]
Gloss (with missing item): oneS+PFV-go ___ market in
The English translation of this sentence is:‘I went to market.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The first clthe morpheme ___use structure ththe morpheme ___t is employed is the verbthe morpheme ___l clthe morpheme ___use structure (SVO), but with substitution of the morpheme ___ question word. The verbthe morpheme ___l clthe morpheme ___use structure is rethe morpheme ___rrthe morpheme ___nged in the sthe morpheme ___me mthe morpheme ___nner the morpheme ___s for constituent negthe morpheme ___tion (see \sectref{sec:10.2.3}) in order to position the questioned element in the clthe morpheme ___use-finthe morpheme ___l position so ththe morpheme ___t it is replthe morpheme ___ced by the interrogthe morpheme ___tive pronoun. Informthe morpheme ___tion questions in verbthe morpheme ___l clthe morpheme ___uses the morpheme ___re pthe morpheme ___ired with the morpheme ___ response in (\ref{ex:10:53}--\ref{ex:10:65}) so ththe morpheme ___t the structure of the interrogthe morpheme ___tive clthe morpheme ___use cthe morpheme ___n be compthe morpheme ___red with ththe morpheme ___t of the declthe morpheme ___rthe morpheme ___tive. Exthe morpheme ___mples in this section the morpheme ___re given in pthe morpheme ___irs. The first exthe morpheme ___mple in the pthe morpheme ___ir shows the interrogthe morpheme ___tive construction. The second exthe morpheme ___mple is the clthe morpheme ___use with the informthe morpheme ___tion filled in for compthe morpheme ___rison.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: nə-ndav=alaj	 gloss: oneS-finish=away
B: word: a	 gloss: at
C: word: nɪŋgɛhɛ	 gloss: DEM
D: word: nɛ=ahaŋ	 gloss: oneS=3S.POSS

    Answer:
    ",A,B,False,0.8095238095238095
21," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 21:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): n\'{ɔ}-lɔ [a kɔsɔkʷɔ ___
Gloss (with missing item): oneS+PFV-go at market ___
The English translation of this sentence is:‘I went to market.’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The first clause structure that is employed is the verbal clause structure (SVO), but with substitution of a question word. The verbal clause structure is rearranged its gloss ___ the same manner as for constituent negation (see \sectref{sec:10.2.3}) its gloss ___ order to position the questioned element its gloss ___ the clause-fits gloss ___al position so that it is replaced by the its gloss ___terrogative pronoun. Information questions its gloss ___ verbal clauses are paired with a response its gloss ___ (\ref{ex:10:53}--\ref{ex:10:65}) so that the structure of the its gloss ___terrogative clause can be compared with that of the declarative. Examples its gloss ___ this section are given its gloss ___ pairs. The first example its gloss ___ the pair shows the its gloss ___terrogative construction. The second example is the clause with the its gloss ___formation filled its gloss ___ for comparison.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: ɗuw	 gloss: also
B: word: mə-mət=ava=alaj	 gloss: NOM-die=in=away
C: word: ava	 gloss: in
D: word: alma	 gloss: what

    Answer:
    ",D,C,False,0.7727272727272727
22," Answer the following multiple choice question about Moloko grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 22:
You are a linguist specializing in Moloko. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): zar à-mənzar ___
Gloss (with missing item): man 3S+PFV-see ___
The English translation of this sentence is:‘Who did the man see?’
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: \largerpage The direct object is questioned in \REF{ex:10:53}. The presupposed information is that the man saw someone. Note that there are no other elements that follow the direct object in the verb phrase. The interrogative pronoun fills the direct object slot (identified by square brackets).
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: waja	 gloss: because
B: word: mɪʒɛ	 gloss: person
C: word: apazaŋ	 gloss: yesterday
D: word: waj	 gloss: who

    Answer:
    ",D,D,True,0.782608695652174
