id,prompt,prediction,gold,correct,running_accuracy
10," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 10:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ eka
Gloss (with missing item): ___ water
The English translation of this sentence is:`fish soup'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Only a noun may occur as a qualifier in a noun phrase, preceding the head noun \REF{ex:3:x15}. In some of these cases it is difficult to decide whether they are really \textstyleAcronymallcaps{np}s with a qualifier and a head noun, or compound nouns. But if the latter is the case, then the restriction applies that an adjective cannot be the first element in a compound noun.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: mangala	 gloss: shellfish
B: word: mera	 gloss: fish
C: word: emera	 gloss: sago,
D: word: wu-om-a-mik=na	 gloss: put-BEN-BNFY2.PA-1/3p=TP

    Answer:
    ",B,B,True,0.9090909090909091
11," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 11:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): wi Amerika ___ unuma Magerka
Gloss (with missing item): 3p.UNM America ___ name MacArthur
The English translation of this sentence is:`the leader of the Americans, whose name was MacArthur'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: An exception to this rule is the adjective \textstyleStyleVernacularWordsItalic{the morpheme ___} `its gloss ___' \REF{ex:3:x105}. The expression \textstyleStyleVernacularWordsItalic{yiena Maneka} `our Lord' (literally: our Big one), is probably formed following Tok Pisin \textstyleForeignWords{Bikpela bilong yumi.}\footnote{Non-prototypical adjectives are discussed later in this section; `its gloss ___' is a prototypical adjective, so its use in a typically nominal position is an exception.}
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: maneka=ke	 gloss: big=CF
B: word: maneka/gelemuta	 gloss: big/little
C: word: maneka	 gloss: big
D: word: wiam	 gloss: 3p.REFL

    Answer:
    ",C,C,True,0.9166666666666666
12," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 12:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Mera nain ___ maneka akena.
Gloss (with missing item): fish that1 ___ big very
The English translation of this sentence is:`That fish is rather huge.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Only an adjective functions as the head of an adjective phrase. In that position it may be modified by intensity adverbs (\sectref{sec:3.9.2}). Of these, \textstyleStyleVernacularWordsItalic{the morpheme ___} `its gloss ___' does not modify nouns at all \REF{ex:3:x18}; \textstyleStyleVernacularWordsItalic{akena} `very' and \textstyleStyleVernacularWordsItalic{pepek} `enough' may modify nouns as well; \textstyleStyleVernacularWordsItalic{wenup} `very' can do that too, but as a noun modifier it has a somewhat restricted use and a different meaning: `many'.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: lawisiw	 gloss: rather
B: word: lawiliw	 gloss: nearly
C: word: eliwa	 gloss: good
D: word: on-i-man	 gloss: do-NP-PR.2p

    Answer:
    ",A,A,True,0.9230769230769231
13," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 13:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Mera nain lawisiw ___ akena.
Gloss (with missing item): fish that1 rather ___ very
The English translation of this sentence is:`That fish is rather huge.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: Only an adjective functions as the head of an adjective phrase. In that position it may be modified by intensity adverbs (\sectref{sec:3.9.2}). Of these, \textstyleStyleVernacularWordsItalic{lawisiw} `rather' does not modify nouns at all \REF{ex:3:x18}; \textstyleStyleVernacularWordsItalic{akena} `very' and \textstyleStyleVernacularWordsItalic{pepek} `enough' may modify nouns as well; \textstyleStyleVernacularWordsItalic{wenup} `very' can do that too, but as a noun modifier it has a somewhat restricted use and a different meaning: `many'.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: maneka/gelemuta	 gloss: big/little
B: word: maneka	 gloss: big
C: word: efa	 gloss: 2s.ACC
D: word: maneka=ke	 gloss: big=CF

    Answer:
    ",B,B,True,0.9285714285714286
14," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 14:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ maneka kamenap?
Gloss (with missing item): ___ big what.like
The English translation of this sentence is:`What is the weight like?', `How big is the weight?'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: What further obscures the area of nouns and adjectives is the fact that there are a number of words that sometimes function like nouns \REF{ex:3:x20}, sometimes like adjectives \REF{ex:3:x21}, and that also semantically could be like either.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: oro-oro-oro-oro-mi	 gloss: RDP-RDP-RDP-descend-SS.SIM
B: word: iimeka	 gloss: ten
C: word: pina	 gloss: weight
D: word: pina=pa	 gloss: guilt=LOC

    Answer:
    ",C,C,True,0.9333333333333333
15," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 15:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ opora wiar miim-i-yen.
Gloss (with missing item): ___ talk 3.DAT hear-Np-FU.1p
The English translation of this sentence is:`We will listen to the talk of the middle-aged (men).'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The less prototypical status of human nouns also shows in words like \textstyleStyleVernacularWordsItalic{apura} `widow' and \textstyleStyleVernacularWordsItalic{oosa} `widower' which may occur by themselves as heads of a \textstyleAcronymallcaps{np}, but which are most typically used as post-modifiers of \textstyleStyleVernacularWordsItalic{emeria} `woman' and \textstyleStyleVernacularWordsItalic{mua} `man', respectively.\footnote{Other words in this group are \textstyleFootnoteBaseChar{muupera}\textbf{ }`visitor, guest' and especially \textstyleFootnoteBaseChar{weria}, which as a human noun only occurs in the combination \textstyleFootnoteBaseChar{mua weria}, `uncle/ male cross cousin/ nephew'. The \textstyleFootnoteBaseChar{mua weria'}s are responsible for burying a dead person and dispensing of his/her belongings (\sectref{sec:1.3.6}).} As age in human beings tends to be treated as a crucial determinant of \textstyleEmphasizedWords{{kind}}, even languages with large adjective classes often have special nouns for referring to old persons \citep[368]{Wierzbicka1986}. In Mauwake, adjectives that indicate age in humans are non-prototypical, more noun-like than most adjectives: both \textstyleStyleVernacularWordsItalic{the morpheme ___} `its gloss ___' \REF{ex:3:x25} and \textstyleStyleVernacularWordsItalic{panewowa} `old' are used as the head of a \textstyleAcronymallcaps{np} besides the typical adjectival use.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: iperowa=ke	 gloss: middle.aged=CF
B: word: aakun-i-yan	 gloss: discuss-Np-FU.1p
C: word: reen-eya	 gloss: dry-2/3s.DS
D: word: iperowa	 gloss: middle-aged

    Answer:
    ",D,D,True,0.9375
16," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 16:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ mua
Gloss (with missing item): ___ man
The English translation of this sentence is:`a sick man'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: With the rules given above it is fairly straightforward to distinguish the nouns and adjectives in Mauwake. But a small group remains that seems to have a membership in both classes. Originally, they are are nouns that are now employed as adjectives as well. The claim is based on the fact that the noun category is the more basic and universally recognized, whereas the existence of the adjective category is disputed in some languages; in Mauwake the noun class is clearly established, large, and more easily definable. Also, there are at least two nouns in Mauwake that currently seem to be in the process of becoming regular adjectives: the meaning of the phrase stays the same with the pre-modifying noun and the post-modifying adjective \REF{ex:3:x107}--\REF{ex:3:x1823}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: wu-ap-pu-ami	 gloss: put-SS.SEQ-CMPL-SS.SIM
B: word: napuma	 gloss: sick
C: word: napum(a)	 gloss: sickness
D: word: napuma=ke	 gloss: sickness

    Answer:
    ",B,C,False,0.8823529411764706
17," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 17:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): opor(a) ___
Gloss (with missing item): talk ___
The English translation of this sentence is:`a lie'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: With the rules given above it is fairly straightforward to distinguish the nouns and adjectives in Mauwake. But a small group remains that seems to have a membership in both classes. Originally, they are are nouns that are now employed as adjectives as well. The claim is based on the fact that the noun category is the more basic and universally recognized, whereas the existence of the adjective category is disputed in some languages; in Mauwake the noun class is clearly established, large, and more easily definable. Also, there are at least two nouns in Mauwake that currently seem to be in the process of becoming regular adjectives: the meaning of the phrase stays the same with the pre-modifying noun and the post-modifying adjective \REF{ex:3:x107}--\REF{ex:3:x1823}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: manina	 gloss: garden
B: word: wadol	 gloss: lie
C: word: wadola	 gloss: lie/false
D: word: os=ke-r=iw	 gloss: 3s.FC=CF-{\O}=LIM

    Answer:
    ",B,C,False,0.8333333333333334
18," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 18:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ panewowa nain ma-i-yem.
Gloss (with missing item): ___ old that1 say-Np-PR.1s
The English translation of this sentence is:`I am talking about the \textstyleEmphasizedWords{old} Adek.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In Mauwake, proper names can be modified without difficulty, especially by the demonstrative \textstyleStyleVernacularWordsItalic{nain} `that', but also by adjectives. In a culture where there are several namesakes, and surnames are rarely used, modifiers are occasionally needed to distinguish between people \REF{ex:3:x27}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: na-i-mik=yon=i	 gloss: say-Np-PR.1/3p=perhaps=QM
B: word: pepek	 gloss: enough
C: word: adek	 gloss: Adek
D: word: poh	 gloss: Poh

    Answer:
    ",C,C,True,0.8421052631578947
19," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 19:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Adek ___ nain ma-i-yem.
Gloss (with missing item): Adek ___ that1 say-Np-PR.1s
The English translation of this sentence is:`I am talking about the \textstyleEmphasizedWords{old} Adek.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In Mauwake, proper names can be modified without difficulty, especially by the demonstrative \textstyleStyleVernacularWordsItalic{nain} `that', but also by adjectives. In a culture where there are several namesakes, and surnames are rarely used, modifiers are occasionally needed to distinguish between people \REF{ex:3:x27}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: iperowa	 gloss: older
B: word: panewowa	 gloss: old
C: word: panewowa=ke	 gloss: old=CF
D: word: aakun-owa	 gloss: talk-NMZ

    Answer:
    ",B,B,True,0.85
20," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 20:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Adek panewowa ___ ma-i-yem.
Gloss (with missing item): Adek old ___ say-Np-PR.1s
The English translation of this sentence is:`I am talking about the \textstyleEmphasizedWords{old} Adek.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: In Mauwake, proper names can be modified without difficulty, especially by the demonstrative \textstyleStyleVernacularWordsItalic{the morpheme ___} `that', but also by adjectives. In a culture where there are several namesakes, and surnames are rarely used, modifiers are occasionally needed to distinguish between people \REF{ex:3:x27}.
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: eefin	 gloss: that2
B: word: nain	 gloss: that1
C: word: nain=ko	 gloss: that1=NF
D: word: buun-eya	 gloss: erupt-2/3s.DS

    Answer:
    ",A,B,False,0.8095238095238095
21," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 21:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ fain uuw-ow(a) mua=ke.
Gloss (with missing item): ___ this work-NMZ man=CF
The English translation of this sentence is:`Dabe here is a hard worker.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: But even proper names, that have a unique reference and do not need to be distinguished from any other referent can be modified \REF{ex:3:x106}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: dabela	 gloss: cold
B: word: yagin	 gloss: Yagin
C: word: dabe	 gloss: Dabe
D: word: kuenuma=pa	 gloss: underside=LOC

    Answer:
    ",C,C,True,0.8181818181818182
22," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 22:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): Dabe ___ uuw-ow(a) mua=ke.
Gloss (with missing item): Dabe ___ work-NMZ man=CF
The English translation of this sentence is:`Dabe here is a hard worker.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: But even proper names, that have a unique reference and do not need to be distinguished from any other referent can be modified \REF{ex:3:x106}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: aaw-ep	 gloss: take-SS.SEQ
B: word: feenap	 gloss: like.this
C: word: fain=iw	 gloss: this=INST
D: word: fain	 gloss: this

    Answer:
    ",D,D,True,0.8260869565217391
23," Answer the following multiple choice question about Mauwake grammar.

    Respond ONLY with A, B, C, or D.

    Question:
    Question 23:
You are a linguist specializing in Mauwake. You are given a sentence along with its morpheme breakdown, gloss, and translation. Words are separated by spaces, and morphemes are separated by hyphens. However, a word and its gloss are missing and represented by an underscore. Based on your understanding, please choose the most appropriate option.
Sentence (with missing item): ___ mua oko ekap-o-k.
Gloss (with missing item): ___ man other come-PA-3s
The English translation of this sentence is:`A man from Amiten came.'
Here is a relevant knowledge point for this example, with the related morphemes and glosses masked: The place name is also used when the inhabitants are referred to. When reference is made to an individual or a select group, the place name is used as a qualifier in the noun phrase \REF{ex:3:x421}:
Please only return the letter (A–D). Do not say anything else.

    Options:
    A: word: poka-poka	 gloss: RDP-trunk
B: word: amiten=ke	 gloss: Amiten=CF
C: word: amiten	 gloss: Amiten
D: word: naruw	 gloss: ?

    Answer:
    ",C,C,True,0.8333333333333334
