id,prompt,prediction,gold,cosine,bertscore,cosine_mean,bert_mean
10,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: warkin kararak=\textbf{tauna} ge=et pi osa=ka terus=i marat=et

    Gloss:
    warkin → tide
kararak=\textbf{tauna} → dry=so
ge=et → no=IRR
pi → we
osa=ka → UP=LAT
terus=i → go_further=PLNK
marat=et → move_landwards=IRR

    Final Answer:
    ","As we go further, we will move landwards no more, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will go up laterally, but we will not move landwards, we will","The tide is low, so why don't we continue from up there towards land.",0.25315359234809875,0.8167675137519836,0.5832802873849868,0.8919742965698242
11,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ka don yuwa=at=a na=\textbf{tauna} sehingga don mun=ten wandi=et ka bisa na=ta

    Gloss:
    ka → 2SG
don → thing
yuwa=at=a → PROX=OBJ=FOC
na=\textbf{tauna} → eat=so
sehingga → so_that
don → thing
mun=ten → rotten=AT
wandi=et → like_this=IRR
ka → 2SG
bisa → can
na=ta → eat=NFIN

    Final Answer:
    ",You should eat this thing so that you can eat this rotten thing like this.,"You ate this thing, [how has it come so far] that you can eat rotten things like this?",0.7711976766586304,0.9022764563560486,0.5832802873849868,0.8919742965698242
12,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: in bo war=\textbf{tenden} in=nan kaden-un koi kememe

    Gloss:
    in → 1PL.EXCL
bo → go
war=\textbf{tenden} → fish=so
in=nan → 1PL.EXCL=too
kaden-un → body-1PL.EXCL.POSS
koi → again
kememe → weak

    Final Answer:
    ","We go catch fish too, our bodies are weak again.",We went fishing so our bodies are tired.,0.7076518535614014,0.9195691347122192,0.5832802873849868,0.8919742965698242
13,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: mier se nau=bes=\textbf{tenden} ma kiun=at jaga to

    Gloss:
    mier → 3DU
se → IAM
nau=bes=\textbf{tenden} → RECP=good=so
ma → 3SG
kiun=at → wife.3POSS=OBJ
jaga → watch
to → right

    Final Answer:
    ",They are watching her wife correctly.,"They have made up with each other, so he is taking care of his wife, right.",0.49901121854782104,0.8951884508132935,0.5832802873849868,0.8919742965698242
14,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: kiun ketiga tum∼tum karuok weinun \textbf{jadi} pebis-un karuok-gan tum∼tum tebonggan kaninggonie

    Gloss:
    kiun → wife.3POSS
ketiga → third
tum∼tum → child∼PL
karuok → three
weinun → too
\textbf{jadi} → so
pebis-un → woman-3POSS
karuok-gan → three-all
tum∼tum → child∼PL
tebonggan → all
kaninggonie → nine

    Final Answer:
    ","So, my wife has three children, and I have three children too, so my wife and I have six children altogether, and my wife's mother has nine grandchildren, and all of them are three years old.","His third wife also had three children, so his three women had nine children in total.",0.7045996189117432,0.9018101096153259,0.5832802873849868,0.8919742965698242
15,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: mu se koi wat pes=at di=kahalong siun=ko \textbf{karena} kahalong siun kang

    Gloss:
    mu → 3PL
se → IAM
koi → then
wat → coconut
pes=at → peel=OBJ
di=kahalong → CAUS=spear
siun=ko → edge.3POSS=LOC
\textbf{karena} → because
kahalong → spear
siun → edge.3POSS
kang → sharp

    Final Answer:
    ","Because they then spear the coconut peel at the edge of their spear, it becomes sharp.","Then they put the coconut skin on the points of the two-pointed spear, because the two-pointed spear has sharp points.",0.8289507627487183,0.9098914265632629,0.5832802873849868,0.8919742965698242
16,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ka muap=at kuet=nin ka-mun langsung=i bo=in \textbf{supaya} pi tok muap-sanggara eba marei

    Gloss:
    ka → 2SG
muap=at → food=OBJ
kuet=nin → bring=NEG
ka-mun → 2SG=PROH
langsung=i → directly=PLNK
bo=in → go-PROH
\textbf{supaya} → so_that
pi → 1PL.INCL
tok → first
muap-sanggara → food-search
eba → then
marei → move_landwards.IMP

    Final Answer:
    ","You and I should first go directly, so that we can search for food first, then move inwards.","You didn't bring food, don't you go directly, so that we go food-searching first, then go towards land!",0.7301762104034424,0.9122494459152222,0.5832802873849868,0.8919742965698242
17,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: \textbf{kalau} loi∼loi=tun=\textbf{et} \textbf{me} eranun ka sitak sitak sitak

    Gloss:
    \textbf{kalau} → if
loi∼loi=tun=\textbf{et} → quick∼INTS=INTS=IRR
\textbf{me} → TOP
eranun → cannot
ka → 2SG
sitak → slow
sitak → slow
sitak → slow

    Final Answer:
    ","If you can't, then you would be slow, slow, slow.","If [you do it] too quickly, it's not possible, you [have to do it] slowly, slowly, slowly.",0.5604903697967529,0.8951352834701538,0.5832802873849868,0.8919742965698242
18,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ka mu ∅=\textbf{te} mu na

    Gloss:
    ka → 2SG
mu → 3PL
∅=\textbf{te} → give={

    Final Answer:
    ",You give them to me.,"e} 3PL consume
\glt `You give [the food] to them, they eat.",0.2298603653907776,0.8773043155670166,0.5832802873849868,0.8919742965698242
19,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: kiun=at me ma gonggung=\textbf{te} ma kirarun=ko

    Gloss:
    kiun=at → wife.3POSS=OBJ
me → TOP
ma → 3SG
gonggung=\textbf{te} → call={

    Final Answer:
    ",She calls her wife.,"e} 3SG side=LOC
\glt `His wife he calls, she [comes and sits] beside him.",0.40932348370552063,0.871625542640686,0.5832802873849868,0.8919742965698242
20,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: se bo=\textbf{te} nain panggala naun=kap

    Gloss:
    se → IAM
bo=\textbf{te} → go=\GLTE
nain → like
panggala → cassava
naun=kap → fruit=SIM

    Final Answer:
    ",I am going to like cassava fruit.,[It's] already becoming as big as a cassava.,0.6027528643608093,0.8951526880264282,0.5832802873849868,0.8919742965698242
21,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: sikan bo=\textbf{te} tepeles nerun=ko

    Gloss:
    sikan → cat
bo=\textbf{te} → go={

    Final Answer:
    ",The cat is going to the market.,"e} jar inside=LOC
\glt `The cat goes inside the jar.",0.4023025929927826,0.8626749515533447,0.5832802873849868,0.8919742965698242
22,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: an toni kalau ki=konggo=a garung=et an se dodon-an met kuru marua metko=\textbf{ta} \textbf{(e)ba} kawet∼kawet sambil garung=et

    Gloss:
    an → 1SG
toni → say
kalau → if
ki=konggo=a → 2PL=AN.LOC=FOC
garung=et → chat=IRR
an → 1SG
se → IAM
dodon-an → clothing-1SG.POSS
met → DIST.OBJ
kuru → bring
marua → move_seawards
metko=\textbf{ta} → DIST.LOC=NFIN
\textbf{(e)ba} → then
kawet∼kawet → fold∼ITER
sambil → simultaneously
garung=et → chat=IRR

    Final Answer:
    ","If I were to say that you and the others are going to chat with me, then I would bring a distant object, move it seawards, and fold it repeatedly, simultaneously chatting with you.","I said if you are chatting at yours, I bring my clothing down there, then fold while chatting.",0.6486147046089172,0.8782006502151489,0.5832802873849868,0.8919742965698242
23,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: pi pakut=et tahan=\textbf{ta} \textbf{(e)ba} bisa yorsik=\textbf{ta} \textbf{ba} bisa kit-kadok di=rat=et

    Gloss:
    pi → 1PL.INCL
pakut=et → nail=IRR
tahan=\textbf{ta} → endure=NFIN
\textbf{(e)ba} → then
bisa → can
yorsik=\textbf{ta} → straight=NFIN
\textbf{ba} → then
bisa → can
kit-kadok → top-side
di=rat=et → CAUS=move=IRR

    Final Answer:
    ","We will endure then, and then we can straighten our top-side, and then we can move it.","If we nail steadily then [we] can make it straight, then [we] can install the top.",0.5309803485870361,0.8995696902275085,0.5832802873849868,0.8919742965698242
24,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ki wangga barat=et

    Gloss:
    ki → 2PL
wangga → PROX.LAT
barat=et → descend=IRR

    Final Answer:
    ",You two are about to descend from over there.,You go down here.,0.31943783164024353,0.8811359405517578,0.5832802873849868,0.8919742965698242
25,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: mu toni o in hukat=at kon-i koluk

    Gloss:
    mu → 3PL
toni → say
o → INT
in → 1PL.EXCL
hukat=at → net=OBJ
kon-i → one-OBJQNT
koluk → find

    Final Answer:
    ",They say we are the ones who found it.,"They said: ``O, we found a net.''",0.4574642777442932,0.8841656446456909,0.5832802873849868,0.8919742965698242
26,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ma toni mu paruak ma se komet∼komet hukat yuwa me tok giar=ten

    Gloss:
    ma → 3SG
toni → say
mu → 3PL
paruak → throw_away
ma → 3SG
se → IAM
komet∼komet → look∼PROG
hukat → net
yuwa → PROX
me → TOP
tok → still
giar=ten → new=AT

    Final Answer:
    ","She says they throw away it, I am looking at the new net still here.","She said that they threw [it] away, she had been looking, this net was still new.",0.8702102899551392,0.9148470163345337,0.5832802873849868,0.8919742965698242
27,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ma toni kaman=nan mambon

    Gloss:
    ma → 3SG
toni → say
kaman=nan → grass=too
mambon → EXIST

    Final Answer:
    ",She says the grass is also there.,"He said: ``There is grass, too.''",0.7334061861038208,0.9055233001708984,0.5832802873849868,0.8919742965698242
28,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: kiun=a \textbf{taruo} \textbf{toni} mu=nan se ma go-un=at ruon

    Gloss:
    kiun=a → wife-3POSS=FOC
\textbf{taruo} → say
\textbf{toni} → say
mu=nan → 3PL=too
se → IAM
ma → move_seawards
go-un=at → place-3POSS=OBJ
ruon → dig

    Final Answer:
    ",My wife also says that I should dig a place for them to move seawards.,His wife said that that they also wanted to go down to dig out their place.,0.5403729677200317,0.9082983136177063,0.5832802873849868,0.8919742965698242
29,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: mu se nau=gerket \textbf{nau=gerket} \textbf{toni} deh ma watko=nin

    Gloss:
    mu → 3PL
se → IAM
nau=gerket → RECP=ask
\textbf{nau=gerket} → RECP=ask
\textbf{toni} → say
deh → INT.PEJ
ma → 3SG
watko=nin → PROX.LOC=NEG

    Final Answer:
    ",They say the people who asked us are not here.,"They asked each other (saying): ``Ah, he isn't here.''",0.6026849746704102,0.8795507550239563,0.5832802873849868,0.8919742965698242
30,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: in se \textbf{gerket} mu se maruan ye

    Gloss:
    in → 1SG.EX
se → IAM
\textbf{gerket} → ask
mu → 3PL
se → IAM
maruan → move_seawards
ye → or

    Final Answer:
    ",I ask them or I move seawards.,We asked: ``Have they come down yet?',0.4019070267677307,0.8599265217781067,0.5832802873849868,0.8919742965698242
31,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: ma \textbf{toni} in se lalat to

    Gloss:
    ma → 3SG
\textbf{toni} → think
in → 1PL.EXCL
se → IAM
lalat → dead
to → right

    Final Answer:
    ",We think right with you.,"She thought we were dead, you know.",0.35743969678878784,0.8608604073524475,0.5832802873849868,0.8919742965698242
32,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: eba an \textbf{se} inye ma Onco=ba

    Gloss:
    eba → then
an → 1SG
\textbf{se} → IAM
inye → INT.PEJ
ma → 3SG
Onco=ba → Onco=FOC

    Final Answer:
    ","Then I am the one who is being looked at by him, Onco.","Then I'm like: ``Aaah, it's Onco!''",0.5246518850326538,0.8706137537956238,0.5832802873849868,0.8919742965698242
33,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: an se \textbf{wandi} eh ema

    Gloss:
    an → 1SG
se → IAM
\textbf{wandi} → like_this
eh → hey
ema → aunt

    Final Answer:
    ","I'm like this, hey aunt.",I went like this: ``Hey aunt!'',0.7575351595878601,0.9009854793548584,0.5832802873849868,0.8919742965698242
34,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: mu se \textbf{wandi} \textbf{gerket} an ∅=te

    Gloss:
    mu → 3PL
se → IAM
\textbf{wandi} → like_this
\textbf{gerket} → ask
an → 1SG
∅=te → GIVE=IMP

    Final Answer:
    ",They ask me like this.,They asked like this: ``Give me!'',0.5051738023757935,0.9046452641487122,0.5832802873849868,0.8919742965698242
35,"You are a professional linguist.

    You will translate a sentence using step-by-step reasoning.

    Follow these steps internally:
    1. Identify each morpheme and its meaning using the glossary.
    2. Understand how the meanings combine into a full sentence.
    3. Produce a fluent natural English translation.

    IMPORTANT:
    Do NOT show your reasoning.
    Return ONLY the final translation.

    Language: Kalamang
    Sentence: eh mama se ruon eh ruon ba ki-mun tok na=in

    Gloss:
    eh → QUOT
mama → mother
se → IAM
ruon → cooked
eh → QUOT
ruon → cooked
ba → but
ki-mun → 2PL-PROH
tok → yet
na=in → eat=PROH

    Final Answer:
    ","""Your mother says, 'I am cooked,' but you two shouldn't eat yet.""","{``}Mom, it's cooked.'' ``Yes, but don't you guys eat [it] yet!''",0.7786454558372498,0.8787562847137451,0.5832802873849868,0.8919742965698242
